Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Is Pseudo	# Transcripts	# Exons in Gene	# Exons in Transcript	Gene Name or Symbol	Transcript Length
PBANKA_0308700	PBANKA_0308700.1	P. berghei ANKA	PbANKA_03_v3:303,859..305,317(-)	pseudouridine synthase, putative	No	1	3	3	N/A	1173
PBANKA_0308800	PBANKA_0308800.1	P. berghei ANKA	PbANKA_03_v3:306,218..307,512(+)	GDP-fructose:GMP antiporter, putative	No	1	3	3	N/A	924
PBANKA_0308900	PBANKA_0308900.1	P. berghei ANKA	PbANKA_03_v3:309,241..312,136(+)	conserved Plasmodium protein, unknown function	No	1	2	2	N/A	2757
PBANKA_0309000	PBANKA_0309000.1	P. berghei ANKA	PbANKA_03_v3:313,276..314,147(-)	ribosomal protein L12, mitochondrial, putative	No	1	2	2	N/A	789
PBANKA_0309100	PBANKA_0309100.1	P. berghei ANKA	PbANKA_03_v3:315,531..317,015(+)	peptide chain release factor subunit 1, putative	No	1	3	3	N/A	1287
PBANKA_0309200	PBANKA_0309200.1	P. berghei ANKA	PbANKA_03_v3:317,436..327,310(-)	conserved Plasmodium protein, unknown function	No	1	2	2	N/A	9708
PBANKA_0309400	PBANKA_0309400.1	P. berghei ANKA	PbANKA_03_v3:328,848..339,818(+)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	10971
PBANKA_0309500	PBANKA_0309500.1	P. berghei ANKA	PbANKA_03_v3:340,792..341,874(+)	secreted protein with altered thrombospondin repeat domain, putative	No	1	2	2	SPATR	747
PBANKA_0309600	PBANKA_0309600.1	P. berghei ANKA	PbANKA_03_v3:342,233..343,264(-)	SRR1-like protein	No	1	1	1	N/A	1032
PBANKA_0309700	PBANKA_0309700.1	P. berghei ANKA	PbANKA_03_v3:343,988..346,024(+)	multidrug efflux pump, putative	No	1	1	1	MATE	2037
PBANKA_0309800	PBANKA_0309800.1	P. berghei ANKA	PbANKA_03_v3:346,711..347,754(+)	arginyl-tRNA--protein transferase, putative	No	1	1	1	ATEL1	1044
PBANKA_0309900	PBANKA_0309900.1	P. berghei ANKA	PbANKA_03_v3:348,550..349,050(+)	conserved protein, unknown function	No	1	1	1	N/A	501
PBANKA_0310000	PBANKA_0310000.1	P. berghei ANKA	PbANKA_03_v3:350,597..352,153(+)	protein SIS1, putative	No	1	3	3	SIS1	1005
PBANKA_0310100	PBANKA_0310100.1	P. berghei ANKA	PbANKA_03_v3:353,087..353,574(-)	conserved protein, unknown function	No	1	2	2	N/A	384
PBANKA_0310200	PBANKA_0310200.1	P. berghei ANKA	PbANKA_03_v3:353,676..354,434(-)	conserved protein, unknown function	No	1	3	3	N/A	237
PBANKA_0310300	PBANKA_0310300.1	P. berghei ANKA	PbANKA_03_v3:354,585..356,253(+)	protein kinase 7	No	1	4	4	PK7	1050
PBANKA_0310400	PBANKA_0310400.1	P. berghei ANKA	PbANKA_03_v3:356,238..358,188(-)	tetratricopeptide repeat protein, putative	No	1	5	5	N/A	1377
PBANKA_0310500	PBANKA_0310500.1	P. berghei ANKA	PbANKA_03_v3:358,607..366,270(-)	conserved Plasmodium protein, unknown function	No	1	12	12	N/A	6045
PBANKA_0310600	PBANKA_0310600.1	P. berghei ANKA	PbANKA_03_v3:368,048..368,594(+)	conserved protein, unknown function	No	1	2	2	N/A	465
PBANKA_0310700	PBANKA_0310700.1	P. berghei ANKA	PbANKA_03_v3:369,705..371,705(+)	conserved protein, unknown function	No	1	1	1	N/A	2001
PBANKA_0310800	PBANKA_0310800.1	P. berghei ANKA	PbANKA_03_v3:372,034..374,520(-)	RTR1 domain-containing protein, putative	No	1	1	1	N/A	2487
PBANKA_0310900	PBANKA_0310900.1	P. berghei ANKA	PbANKA_03_v3:376,168..377,920(+)	T-complex protein 1 subunit theta, putative	No	1	2	2	CCT8	1632
PBANKA_0311000	PBANKA_0311000.1	P. berghei ANKA	PbANKA_03_v3:378,263..382,812(-)	protein transport protein SEC31, putative	No	1	4	4	SEC31	4167
PBANKA_0311100	PBANKA_0311100.1	P. berghei ANKA	PbANKA_03_v3:384,682..385,484(-)	ribosomal protein L13, mitochondrial, putative	No	1	2	2	mRPL13	639
PBANKA_0311200	PBANKA_0311200.1	P. berghei ANKA	PbANKA_03_v3:386,377..388,283(-)	conserved protein, unknown function	No	1	3	3	N/A	1686
PBANKA_0311300	PBANKA_0311300.1	P. berghei ANKA	PbANKA_03_v3:389,469..390,374(+)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	906
PBANKA_0311400	PBANKA_0311400.1	P. berghei ANKA	PbANKA_03_v3:392,827..397,779(+)	serine/threonine protein kinase, putative	No	1	1	1	N/A	4953
PBANKA_0311500	PBANKA_0311500.1	P. berghei ANKA	PbANKA_03_v3:398,877..400,911(-)	conserved Plasmodium protein, unknown function	No	1	9	9	N/A	900
PBANKA_0311600	PBANKA_0311600.1	P. berghei ANKA	PbANKA_03_v3:403,216..407,019(+)	conserved Plasmodium protein, unknown function	No	1	2	2	N/A	3618
PBANKA_0311700	PBANKA_0311700.1	P. berghei ANKA	PbANKA_03_v3:407,928..410,523(+)	rhoptry neck protein 6, putative	No	1	6	6	RON6	2085
PBANKA_0311800	PBANKA_0311800.1	P. berghei ANKA	PbANKA_03_v3:411,074..413,335(-)	acyl-CoA synthetase, putative	No	1	1	1	ACS9	2262
PBANKA_0311900	PBANKA_0311900.1	P. berghei ANKA	PbANKA_03_v3:414,261..416,145(-)	RING zinc finger protein, putative	No	1	7	7	N/A	900
PBANKA_0312000	PBANKA_0312000.1	P. berghei ANKA	PbANKA_03_v3:418,038..418,775(+)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	738
PBANKA_0312100	PBANKA_0312100.1	P. berghei ANKA	PbANKA_03_v3:419,562..421,979(-)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	2418
PBANKA_0312200	PBANKA_0312200.1	P. berghei ANKA	PbANKA_03_v3:424,073..425,704(+)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	1632
PBANKA_0312300	PBANKA_0312300.1	P. berghei ANKA	PbANKA_03_v3:426,134..427,177(-)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	1044
PBANKA_0312400	PBANKA_0312400.1	P. berghei ANKA	PbANKA_03_v3:428,710..432,778(+)	DNA-directed RNA polymerase II subunit RPB2, putative	No	1	2	2	RPB2	3939
PBANKA_0312500	PBANKA_0312500.1	P. berghei ANKA	PbANKA_03_v3:433,314..435,761(-)	origin recognition complex subunit 5, putative	No	1	1	1	ORC5	2448
PBANKA_0312600	PBANKA_0312600.1	P. berghei ANKA	PbANKA_03_v3:436,826..438,718(-)	palmitoyltransferase DHHC11, putative	No	1	10	10	DHHC11	810
PBANKA_0312700	PBANKA_0312700.1	P. berghei ANKA	PbANKA_03_v3:440,439..444,836(+)	DEAD/DEAH box helicase, putative	No	1	1	1	N/A	4398
PBANKA_0312800	PBANKA_0312800.1	P. berghei ANKA	PbANKA_03_v3:445,101..448,585(-)	conserved Plasmodium protein, unknown function	No	1	2	2	N/A	3378
PBANKA_0312900	PBANKA_0312900.1	P. berghei ANKA	PbANKA_03_v3:449,189..450,070(-)	conserved Plasmodium protein, unknown function	No	1	2	2	N/A	699
PBANKA_0313000	PBANKA_0313000.1	P. berghei ANKA	PbANKA_03_v3:450,626..453,973(+)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	3348
PBANKA_0313100	PBANKA_0313100.1	P. berghei ANKA	PbANKA_03_v3:455,123..457,216(+)	vacuolar protein sorting-associated protein 45, putative	No	1	1	1	VPS45	2094
PBANKA_0313200	PBANKA_0313200.1	P. berghei ANKA	PbANKA_03_v3:458,055..463,068(+)	conserved Plasmodium protein, unknown function	No	1	2	2	N/A	4830
PBANKA_0313300	PBANKA_0313300.1	P. berghei ANKA	PbANKA_03_v3:465,211..466,953(+)	MtN3-like protein	No	1	1	1	N/A	1743
PBANKA_0313400	PBANKA_0313400.1	P. berghei ANKA	PbANKA_03_v3:468,186..473,291(+)	autophagy-related protein 11, putative	No	1	7	7	ATG11	4320
PBANKA_0313500	PBANKA_0313500.1	P. berghei ANKA	PbANKA_03_v3:473,899..476,517(-)	TMEM121 domain-containing protein, putative	No	1	1	1	N/A	2619
PBANKA_0313600	PBANKA_0313600.1	P. berghei ANKA	PbANKA_03_v3:478,002..479,393(+)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	1392
PBANKA_0313700	PBANKA_0313700.1	P. berghei ANKA	PbANKA_03_v3:479,611..482,564(-)	conserved Plasmodium membrane protein, unknown function	No	1	4	4	N/A	2589
PBANKA_0313800	PBANKA_0313800.1	P. berghei ANKA	PbANKA_03_v3:484,437..486,083(+)	ATP synthase subunit alpha, mitochondrial, putative	No	1	1	1	N/A	1647
PBANKA_0313900	PBANKA_0313900.1	P. berghei ANKA	PbANKA_03_v3:486,308..490,504(-)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	4197
PBANKA_0314000	PBANKA_0314000.1	P. berghei ANKA	PbANKA_03_v3:491,467..492,143(-)	AP-2 complex subunit sigma, putative	No	1	3	3	AP2S	426
PBANKA_0314100	PBANKA_0314100.1	P. berghei ANKA	PbANKA_03_v3:493,504..494,057(+)	conserved protein, unknown function	No	1	2	2	N/A	453
PBANKA_0314200	PBANKA_0314200.1	P. berghei ANKA	PbANKA_03_v3:496,285..498,239(+)	calcium-dependent protein kinase 1	No	1	5	5	CDPK1	1572
PBANKA_0314300	PBANKA_0314300.1	P. berghei ANKA	PbANKA_03_v3:498,867..503,910(-)	conserved Plasmodium protein, unknown function	No	1	7	7	N/A	4290
PBANKA_0314400	PBANKA_0314400.1	P. berghei ANKA	PbANKA_03_v3:504,931..506,067(-)	E2F-associated phosphoprotein, putative	No	1	4	4	N/A	678
PBANKA_0314500	PBANKA_0314500.1	P. berghei ANKA	PbANKA_03_v3:508,148..508,471(+)	40S ribosomal protein S26, putative	No	1	1	1	RPS26	324
PBANKA_0314600	PBANKA_0314600.1	P. berghei ANKA	PbANKA_03_v3:509,213..510,727(-)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	1515
PBANKA_0314700	PBANKA_0314700.1	P. berghei ANKA	PbANKA_03_v3:512,508..513,500(+)	replication factor C subunit 2, putative	No	1	1	1	RFC2	993
PBANKA_0314800	PBANKA_0314800.1	P. berghei ANKA	PbANKA_03_v3:514,381..515,708(+)	conserved protein, unknown function	No	1	4	4	N/A	957
PBANKA_0314900	PBANKA_0314900.1	P. berghei ANKA	PbANKA_03_v3:516,040..518,334(-)	SUZ domain-containing protein, putative	No	1	1	1	N/A	2295
PBANKA_0315000	PBANKA_0315000.1	P. berghei ANKA	PbANKA_03_v3:520,052..521,566(-)	rRNA methyltransferase, putative	No	1	4	4	N/A	1068
PBANKA_0315100	PBANKA_0315100.1	P. berghei ANKA	PbANKA_03_v3:522,120..523,619(-)	ATP-dependent RNA helicase DDX47, putative	No	1	1	1	DDX47	1500
PBANKA_0315200	PBANKA_0315200.1	P. berghei ANKA	PbANKA_03_v3:524,591..524,991(+)	small nuclear ribonucleoprotein Sm D2, putative	No	1	2	2	SNRPD2	306
PBANKA_0315300	PBANKA_0315300.1	P. berghei ANKA	PbANKA_03_v3:525,990..531,287(+)	patatin-like phospholipase, putative	No	1	1	1	N/A	5298
PBANKA_0315400	PBANKA_0315400.1	P. berghei ANKA	PbANKA_03_v3:532,243..533,765(-)	pre-mRNA-processing protein 45, putative	No	1	2	2	PRP45	1443
PBANKA_0315500	PBANKA_0315500.1	P. berghei ANKA	PbANKA_03_v3:537,994..539,184(+)	saccharopine dehydrogenase, putative	Yes	1	1	1	N/A	1191
PBANKA_0315600	PBANKA_0315600.1	P. berghei ANKA	PbANKA_03_v3:540,466..540,936(+)	40S ribosomal protein S30, putative	No	1	2	2	N/A	177
PBANKA_0315700	PBANKA_0315700.1	P. berghei ANKA	PbANKA_03_v3:541,393..541,794(-)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	402
PBANKA_0315800	PBANKA_0315800.1	P. berghei ANKA	PbANKA_03_v3:543,261..543,573(+)	ribosome associated membrane protein RAMP4, putative	No	1	2	2	N/A	207
PBANKA_0315900	PBANKA_0315900.1	P. berghei ANKA	PbANKA_03_v3:544,328..545,375(-)	pseudouridine synthase, putative	No	1	2	2	N/A	957
PBANKA_0316000	PBANKA_0316000.1	P. berghei ANKA	PbANKA_03_v3:546,414..548,999(-)	replication factor C subunit 1, putative	No	1	1	1	RFC1	2586
PBANKA_0316100	PBANKA_0316100.1	P. berghei ANKA	PbANKA_03_v3:553,245..554,232(+)	Plasmodium exported protein, unknown function	No	1	2	2	N/A	777
PBANKA_0316200	PBANKA_0316200.1	P. berghei ANKA	PbANKA_03_v3:555,784..561,044(+)	Plasmodium exported protein, unknown function	No	1	2	2	N/A	5220
PBANKA_0316300	PBANKA_0316300.1	P. berghei ANKA	PbANKA_03_v3:562,854..563,799(+)	fam-b protein	No	1	2	2	N/A	819
PBANKA_0316400	PBANKA_0316400.1	P. berghei ANKA	PbANKA_03_v3:565,120..566,413(+)	PIR protein, pseudogene	Yes	1	4	4	N/A	1089
PBANKA_0316500	PBANKA_0316500.1	P. berghei ANKA	PbANKA_03_v3:566,797..568,368(-)	fam-a protein, pseudogene	Yes	1	7	7	N/A	900
PBANKA_0316600	PBANKA_0316600.1	P. berghei ANKA	PbANKA_03_v3:569,850..578,171(-)	reticulocyte binding protein, putative	No	1	2	2	Pb235	8196
PBANKA_0316650	PBANKA_0316650.1	P. berghei ANKA	PbANKA_03_v3:580,469..581,069(+)	PIR protein, pseudogene	Yes	1	4	4	N/A	510
PBANKA_0316700	PBANKA_0316700.1	P. berghei ANKA	PbANKA_03_v3:582,481..583,235(+)	fam-b protein	No	1	2	2	N/A	582
PBANKA_0316800	PBANKA_0316800.1	P. berghei ANKA	PbANKA_03_v3:585,675..586,962(+)	erythrocyte membrane associated protein 2	No	1	2	2	EMAP2	1164
PBANKA_0316821	PBANKA_0316821.1	P. berghei ANKA	PbANKA_03_v3:589,585..590,504(-)	fam-a protein, pseudogene	Yes	1	4	4	N/A	504
PBANKA_0316841	PBANKA_0316841.1	P. berghei ANKA	PbANKA_03_v3:592,234..593,185(+)	fam-b protein	No	1	2	2	N/A	780
PBANKA_0316861	PBANKA_0316861.1	P. berghei ANKA	PbANKA_03_v3:596,181..597,317(+)	PIR protein	No	1	3	3	N/A	942
PBANKA_0316900	PBANKA_0316900.1	P. berghei ANKA	PbANKA_03_v3:599,607..600,893(+)	PIR protein	No	1	3	3	N/A	1059
PBANKA_0316921	PBANKA_0316921.1	P. berghei ANKA	PbANKA_03_v3:603,128..604,041(+)	fam-b protein, pseudogene	Yes	1	2	2	N/A	747
PBANKA_0316941	PBANKA_0316941.1	P. berghei ANKA	PbANKA_03_v3:606,686..607,797(+)	PIR protein	No	1	3	3	N/A	909
PBANKA_0316961	PBANKA_0316961.1	P. berghei ANKA	PbANKA_03_v3:609,277..610,845(-)	fam-a protein, pseudogene	Yes	1	6	6	N/A	732
PBANKA_0316981	PBANKA_0316981.1	P. berghei ANKA	PbANKA_03_v3:612,064..620,515(-)	reticulocyte binding protein, putative	No	1	2	2	N/A	8313
PBANKA_0317001	PBANKA_0317001.1	P. berghei ANKA	PbANKA_03_v3:626,054..627,158(+)	PIR protein	No	1	3	3	N/A	909
PBANKA_0317021	PBANKA_0317021.1	P. berghei ANKA	PbANKA_03_v3:628,972..629,888(+)	fam-b protein	No	1	2	2	N/A	744
PBANKA_0317041	PBANKA_0317041.1	P. berghei ANKA	PbANKA_03_v3:632,815..634,036(+)	PIR protein	No	1	3	3	N/A	996
PBANKA_0317061	PBANKA_0317061.1	P. berghei ANKA	PbANKA_03_v3:635,300..636,780(-)	fam-a protein	No	1	5	5	N/A	879
PBANKA_0317081	PBANKA_0317081.1	P. berghei ANKA	PbANKA_03_v3:638,797..639,308(-)	conserved rodent malaria protein, unknown function	No	1	2	2	N/A	432
PBANKA_0317101	PBANKA_0317101.1	P. berghei ANKA	PbANKA_03_v3:642,907..644,012(+)	PIR protein	No	1	3	3	N/A	885
PBANKA_0317121	PBANKA_0317121.1	P. berghei ANKA	PbANKA_03_v3:645,384..646,995(-)	fam-a protein, pseudogene	Yes	1	6	6	N/A	834
PBANKA_0317141	PBANKA_0317141.1	P. berghei ANKA	PbANKA_03_v3:648,450..649,944(-)	fam-a protein	No	1	6	6	N/A	849
PBANKA_0317161	PBANKA_0317161.1	P. berghei ANKA	PbANKA_03_v3:652,753..653,548(+)	erythrocyte membrane antigen 1	No	1	2	2	N/A	570
PBANKA_0317181	PBANKA_0317181.1	P. berghei ANKA	PbANKA_03_v3:656,620..659,073(+)	PIR protein	No	1	3	3	N/A	2232
PBANKA_0400100	PBANKA_0400100.1	P. berghei ANKA	PbANKA_04_v3:321..2,396(-)	PIR protein	No	1	3	3	N/A	1827
PBANKA_0400200	PBANKA_0400200.1	P. berghei ANKA	PbANKA_04_v3:5,285..6,319(-)	PIR protein, pseudogene	Yes	1	5	5	N/A	792
PBANKA_0400500	PBANKA_0400500.1	P. berghei ANKA	PbANKA_04_v3:8,143..10,959(-)	PIR protein	No	1	3	3	N/A	2622
PBANKA_0400600	PBANKA_0400600.1	P. berghei ANKA	PbANKA_04_v3:13,698..14,831(-)	PIR protein	No	1	3	3	N/A	939
PBANKA_0400700	PBANKA_0400700.1	P. berghei ANKA	PbANKA_04_v3:18,800..20,293(+)	fam-a protein, pseudogene	Yes	1	6	6	N/A	792
PBANKA_0400800	PBANKA_0400800.1	P. berghei ANKA	PbANKA_04_v3:21,899..23,292(+)	fam-a protein, pseudogene	Yes	1	6	6	N/A	777
PBANKA_0400900	PBANKA_0400900.1	P. berghei ANKA	PbANKA_04_v3:25,826..26,944(-)	conserved protein, unknown function	No	1	1	1	N/A	1119
PBANKA_0401000	PBANKA_0401000.1	P. berghei ANKA	PbANKA_04_v3:28,106..30,106(-)	pre-mRNA-splicing factor PRP46, putative	No	1	2	2	PRP46	1857
PBANKA_0401100	PBANKA_0401100.1	P. berghei ANKA	PbANKA_04_v3:34,262..38,182(+)	serine/threonine protein kinase, putative	No	1	1	1	SRPK1	3921
PBANKA_0401200	PBANKA_0401200.1	P. berghei ANKA	PbANKA_04_v3:40,580..44,404(+)	ABC transporter B family member 4, putative	No	1	1	1	ABCB4	3825
PBANKA_0401300	PBANKA_0401300.1	P. berghei ANKA	PbANKA_04_v3:45,403..46,305(-)	CDGSH iron-sulfur domain-containing protein, putative	No	1	3	3	N/A	531
PBANKA_0401400	PBANKA_0401400.1	P. berghei ANKA	PbANKA_04_v3:47,796..49,220(-)	RNA-binding protein, putative	No	1	1	1	N/A	1425
PBANKA_0401500	PBANKA_0401500.1	P. berghei ANKA	PbANKA_04_v3:52,811..56,822(-)	exportin-1, putative	No	1	3	3	N/A	3741
PBANKA_0401600	PBANKA_0401600.1	P. berghei ANKA	PbANKA_04_v3:59,454..61,787(-)	N-ethylmaleimide-sensitive fusion protein, putative	No	1	1	1	NSF	2334
PBANKA_0401700	PBANKA_0401700.1	P. berghei ANKA	PbANKA_04_v3:62,664..66,626(-)	CLP1 P-loop domain-containing protein, putative	No	1	1	1	N/A	3963
PBANKA_0401800	PBANKA_0401800.1	P. berghei ANKA	PbANKA_04_v3:68,998..73,498(+)	HAD superfamily protein, putative	No	1	5	5	N/A	3282
PBANKA_0401900	PBANKA_0401900.1	P. berghei ANKA	PbANKA_04_v3:74,403..75,059(-)	DNA-directed RNA polymerases I, II, and III subunit RPABC2, putative	No	1	2	2	RPB6	459
PBANKA_0402000	PBANKA_0402000.1	P. berghei ANKA	PbANKA_04_v3:77,345..80,014(+)	palmitoyltransferase DHHC1, putative	No	1	8	8	DHHC1	1836
PBANKA_0402100	PBANKA_0402100.1	P. berghei ANKA	PbANKA_04_v3:81,605..87,079(+)	spindle pole body protein, putative	No	1	1	1	N/A	5475
PBANKA_0402200	PBANKA_0402200.1	P. berghei ANKA	PbANKA_04_v3:87,845..88,372(+)	plasmoredoxin	No	1	1	1	Plrx	528
PBANKA_0402300	PBANKA_0402300.1	P. berghei ANKA	PbANKA_04_v3:88,838..90,169(-)	lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, putative	No	1	1	1	BCKDH-E2	1332
PBANKA_0402400	PBANKA_0402400.1	P. berghei ANKA	PbANKA_04_v3:91,125..92,846(+)	IBR domain protein, putative	No	1	1	1	N/A	1722
PBANKA_0402500	PBANKA_0402500.1	P. berghei ANKA	PbANKA_04_v3:92,973..93,796(-)	phosphatidylethanolamine-binding protein, putative	No	1	3	3	N/A	579
PBANKA_0402600	PBANKA_0402600.1	P. berghei ANKA	PbANKA_04_v3:94,549..97,340(-)	inner membrane complex protein 1a	No	1	5	5	IMC1a	2355
PBANKA_0402700	PBANKA_0402700.1	P. berghei ANKA	PbANKA_04_v3:99,776..101,314(+)	inner membrane complex protein 1e	No	1	1	1	IMC1e	1539
PBANKA_0402800	PBANKA_0402800.1	P. berghei ANKA	PbANKA_04_v3:102,972..104,561(-)	EH domain-containing protein, putative	No	1	1	1	EHD	1590
PBANKA_0402900	PBANKA_0402900.1	P. berghei ANKA	PbANKA_04_v3:107,475..111,140(+)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	3666
PBANKA_0403000	PBANKA_0403000.1	P. berghei ANKA	PbANKA_04_v3:112,358..112,842(+)	60S ribosomal protein L44, putative	No	1	2	2	RPL44	312
PBANKA_0403100	PBANKA_0403100.1	P. berghei ANKA	PbANKA_04_v3:113,352..114,087(-)	1-cys-glutaredoxin-like protein-1, putative	No	1	3	3	GLP1	507
PBANKA_0403200	PBANKA_0403200.1	P. berghei ANKA	PbANKA_04_v3:115,144..116,166(-)	circumsporozoite (CS) protein	No	1	1	1	CSP	1023
PBANKA_0403300	PBANKA_0403300.1	P. berghei ANKA	PbANKA_04_v3:118,805..122,911(+)	conserved Plasmodium membrane protein, unknown function	No	1	1	1	N/A	4107
PBANKA_0403400	PBANKA_0403400.1	P. berghei ANKA	PbANKA_04_v3:123,368..123,886(-)	conserved protein, unknown function	No	1	1	1	N/A	519
PBANKA_0403500	PBANKA_0403500.1	P. berghei ANKA	PbANKA_04_v3:125,196..126,489(-)	elongation factor (EF-TS), putative	No	1	2	2	EF-Ts	1146
PBANKA_0403600	PBANKA_0403600.1	P. berghei ANKA	PbANKA_04_v3:127,356..137,946(-)	conserved Plasmodium protein, unknown function	No	1	2	2	N/A	10419
PBANKA_0403700	PBANKA_0403700.1	P. berghei ANKA	PbANKA_04_v3:140,698..143,397(+)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	2700
PBANKA_0403800	PBANKA_0403800.1	P. berghei ANKA	PbANKA_04_v3:144,333..146,745(-)	conserved Plasmodium membrane protein, unknown function	No	1	3	3	N/A	2208
PBANKA_0403900	PBANKA_0403900.1	P. berghei ANKA	PbANKA_04_v3:148,343..149,023(+)	conserved protein, unknown function	No	1	3	3	N/A	438
PBANKA_0404000	PBANKA_0404000.1	P. berghei ANKA	PbANKA_04_v3:149,758..159,693(-)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	9936
PBANKA_0404100	PBANKA_0404100.1	P. berghei ANKA	PbANKA_04_v3:161,768..163,390(-)	DNA-(apurinic or apyrimidinic site) lyase, putative	No	1	1	1	N/A	1623
PBANKA_0404200	PBANKA_0404200.1	P. berghei ANKA	PbANKA_04_v3:164,544..165,224(-)	ubiquitin-conjugating enzyme E2, putative	No	1	3	3	N/A	420
PBANKA_0404300	PBANKA_0404300.1	P. berghei ANKA	PbANKA_04_v3:167,234..169,948(+)	P-loop containing nucleoside triphosphate hydrolase, putative	No	1	1	1	N/A	2715
PBANKA_0404400	PBANKA_0404400.1	P. berghei ANKA	PbANKA_04_v3:171,168..171,578(-)	conserved protein, unknown function	No	1	1	1	N/A	411
PBANKA_0404500	PBANKA_0404500.1	P. berghei ANKA	PbANKA_04_v3:173,316..174,535(-)	conserved Plasmodium protein, unknown function	No	1	2	2	N/A	1062
PBANKA_0404600	PBANKA_0404600.1	P. berghei ANKA	PbANKA_04_v3:176,530..178,052(+)	activator of Hsp90 ATPase, putative	No	1	5	5	AHA1	1053
PBANKA_0404700	PBANKA_0404700.1	P. berghei ANKA	PbANKA_04_v3:178,601..179,501(-)	glutaredoxin 1, putative	No	1	5	5	GRX1	330
PBANKA_0404800	PBANKA_0404800.1	P. berghei ANKA	PbANKA_04_v3:181,072..182,955(+)	FAD-dependent glycerol-3-phosphate dehydrogenase, putative	No	1	1	1	N/A	1884
PBANKA_0404900	PBANKA_0404900.1	P. berghei ANKA	PbANKA_04_v3:183,735..184,637(-)	cytochrome c oxidase subunit ApiCOX35, putative	No	1	1	1	N/A	903
PBANKA_0405000	PBANKA_0405000.1	P. berghei ANKA	PbANKA_04_v3:185,770..186,027(+)	ATP synthase-associated protein, putative	No	1	1	1	N/A	258
PBANKA_0405100	PBANKA_0405100.1	P. berghei ANKA	PbANKA_04_v3:187,262..187,943(+)	ER membrane protein complex subunit 5, putative	No	1	4	4	EMC5	348
PBANKA_0405200	PBANKA_0405200.1	P. berghei ANKA	PbANKA_04_v3:188,892..190,669(-)	T-complex protein 1 subunit beta, putative	No	1	2	2	CCT2	1602
PBANKA_0405300	PBANKA_0405300.1	P. berghei ANKA	PbANKA_04_v3:193,055..194,284(+)	40S ribosomal protein S23, putative	No	1	3	3	N/A	438
PBANKA_0405400	PBANKA_0405400.1	P. berghei ANKA	PbANKA_04_v3:195,002..195,648(-)	40S ribosomal protein S12, putative	No	1	2	2	RPS12	429
PBANKA_0405500	PBANKA_0405500.1	P. berghei ANKA	PbANKA_04_v3:196,983..198,204(-)	60S ribosomal protein L7, putative	No	1	3	3	N/A	774
PBANKA_0405600	PBANKA_0405600.1	P. berghei ANKA	PbANKA_04_v3:201,127..202,434(+)	microtubule-associated protein RP/EB family, putative	No	1	1	1	EB1	1308
PBANKA_0405700	PBANKA_0405700.1	P. berghei ANKA	PbANKA_04_v3:203,138..204,130(-)	ATP-dependent Clp protease proteolytic subunit, putative	No	1	1	1	ClpP	993
PBANKA_0405800	PBANKA_0405800.1	P. berghei ANKA	PbANKA_04_v3:204,664..206,416(-)	spindle and kinetochore-associated protein 2, putative	No	1	5	5	SKA2	945
PBANKA_0405900	PBANKA_0405900.1	P. berghei ANKA	PbANKA_04_v3:207,370..209,283(+)	conserved Plasmodium protein, unknown function	No	1	3	3	N/A	1671
PBANKA_0406000	PBANKA_0406000.1	P. berghei ANKA	PbANKA_04_v3:209,544..214,856(-)	conserved Plasmodium protein, unknown function	No	1	7	7	N/A	4308
PBANKA_0406100	PBANKA_0406100.1	P. berghei ANKA	PbANKA_04_v3:216,808..218,658(+)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	1851
PBANKA_0406200	PBANKA_0406200.1	P. berghei ANKA	PbANKA_04_v3:219,037..230,225(-)	conserved Plasmodium protein, unknown function	No	1	3	3	N/A	10875
PBANKA_0406300	PBANKA_0406300.1	P. berghei ANKA	PbANKA_04_v3:231,953..233,386(+)	DNA polymerase delta small subunit, putative	No	1	1	1	N/A	1434
PBANKA_0406400	PBANKA_0406400.1	P. berghei ANKA	PbANKA_04_v3:234,708..239,279(+)	zinc finger protein, putative	No	1	1	1	N/A	4572
PBANKA_0406500	PBANKA_0406500.1	P. berghei ANKA	PbANKA_04_v3:240,132..241,895(-)	T-complex protein 1 subunit eta, putative	No	1	2	2	CCT7	1620
PBANKA_0406600	PBANKA_0406600.1	P. berghei ANKA	PbANKA_04_v3:243,301..244,134(-)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	834
